Driver,PoleProb,Q3Prob,AvgGridPos
COL,10.7,83.3,5.91
BOT,9.4,73.1,7.364
VER,8.1,62.3,8.469
HAM,7.5,67.2,8.035
PER,7.3999999999999995,65.0,8.2
PIA,6.9,61.7,8.607
LEC,6.5,63.1,8.348
TSU,6.3,59.599999999999994,8.771
GAS,5.8999999999999995,63.0,8.604
NOR,5.8999999999999995,57.9,8.888
ALO,5.3,61.9,8.706
LAW,5.1,65.0,8.292
BEA,4.9,57.8,9.094
OCO,4.8,56.99999999999999,9.079
RUS,3.5000000000000004,55.7,9.264
SAI,1.7999999999999998,46.400000000000006,10.369
