Driver,PoleProb,Q3Prob,AvgGridPos
VER,17.299999999999997,88.0,5.178
NOR,13.900000000000002,83.6,5.815
PER,13.4,80.7,6.191
ALO,10.5,77.4,6.911
SAI,9.700000000000001,81.3,6.254
TSU,7.3,75.2,7.238
RUS,4.6,51.5,9.701
LEC,4.5,58.199999999999996,9.07
HUL,3.2,54.7,9.512
STR,3.1,57.9,9.167
MAG,2.7,54.300000000000004,9.757
RIC,2.7,53.1,9.832
BOT,2.6,50.4,9.86
OCO,2.1999999999999997,49.8,9.96
GAS,1.7999999999999998,50.8,9.953
SAR,0.5,33.1,11.601
