Driver,PoleProb,Q3Prob,AvgGridPos
ALO,16.8,100.0,4.206
ZHO,14.7,100.0,4.255
MAG,14.499999999999998,100.0,4.252
HUL,12.6,100.0,4.539
TSU,11.4,100.0,4.477
BOT,10.5,100.0,4.623
ALB,9.8,100.0,4.752
PER,9.700000000000001,100.0,4.896
