Driver,PoleProb,Q3Prob,AvgGridPos
GAS,9.6,71.3,7.319
HAM,9.0,70.39999999999999,7.591
ALB,8.1,68.10000000000001,7.608
TSU,8.0,66.8,7.974
RIC,7.7,70.7,7.583
MAG,7.5,69.19999999999999,7.802
ALO,7.000000000000001,65.5,8.055
OCO,6.6000000000000005,66.2,7.909
HUL,6.0,67.2,7.877
SAI,6.0,66.7,8.155
STR,5.7,64.9,8.301
PIA,5.7,61.7,8.645
NOR,5.5,67.5,8.09
BOT,5.5,67.0,7.909
PER,2.1,56.8,9.182
